frame_no,detection_no,class,x,y,width,height,confidence
14,27,handbag,985.0,168.0,33.1,41.8,0.3537
14,28,handbag,1182.1,504.3,29.3,48.8,0.4252
15,1,person,673.1,578.4,76.2,198.6,0.8566
15,2,person,1375.7,709.4,100.9,174.1,0.7508
15,3,person,67.0,817.3,102.8,168.0,0.8974
15,4,person,1107.6,861.6,135.3,211.6,0.8546
15,5,person,1142.9,459.8,71.3,149.7,0.5876
15,6,person,752.7,403.3,65.1,167.2,0.7581
15,7,person,1472.2,359.6,69.2,162.2,0.7467
15,8,person,244.5,482.6,77.8,174.4,0.8488
15,9,person,1483.9,516.9,82.1,176.4,0.7323
15,10,person,922.6,194.7,58.7,140.6,0.7036
15,11,person,569.5,285.7,62.4,151.8,0.6915
15,12,person,709.5,200.7,57.0,142.1,0.5693
15,13,person,92.5,129.8,50.6,116.9,0.6131
15,14,person,1801.8,166.0,59.7,131.4,0.6148
15,15,person,343.7,490.2,60.1,148.5,0.5232
15,16,person,381.4,494.6,74.8,171.1,0.4702
15,17,person,1172.1,123.4,45.9,130.4,0.4835
15,18,person,1832.9,632.0,87.1,201.4,0.7257
15,19,person,1202.8,100.9,48.0,133.8,0.2547
15,20,person,991.1,118.3,52.3,137.7,0.5444
15,21,person,242.2,16.9,60.6,118.5,0.3774
15,22,person,795.9,66.6,46.4,128.0,0.4196
15,23,person,575.8,219.8,48.9,95.2,0.3967
15,24,person,906.5,72.9,39.9,118.4,0.3359
15,25,person,1710.5,175.5,58.0,138.7,0.4633
15,26,person,848.0,61.2,43.6,130.4,0.4047
15,27,handbag,985.0,168.2,33.4,42.1,0.2970
15,28,handbag,1182.3,501.3,29.5,49.1,0.2673
15,29,handbag,1143.5,905.8,65.6,100.3,0.3748
15,30,backpack,1427.7,740.3,43.4,63.2,0.5015
15,31,person,411.5,483.2,100.2,157.9,0.2570
15,32,person,454.5,506.3,59.6,134.1,0.2544
16,1,person,673.7,573.3,75.0,195.8,0.8634
16,2,person,1372.8,709.7,99.0,174.3,0.7094
16,3,person,68.7,818.2,104.9,166.8,0.8826
16,4,person,1106.3,857.4,133.8,215.1,0.8701
16,5,person,1144.0,457.6,69.7,147.6,0.5763
16,6,person,752.9,399.8,63.9,165.3,0.7291
16,7,person,1474.3,360.8,68.7,160.7,0.7696
16,8,person,243.4,484.0,77.4,173.0,0.8154
16,9,person,1485.9,519.9,81.3,175.0,0.7524
16,10,person,922.8,196.5,58.7,141.8,0.5975
16,11,person,569.2,290.0,61.8,150.5,0.6613
16,12,person,709.0,197.9,56.2,140.7,0.5670
16,13,person,92.2,128.8,50.7,117.4,0.5964
16,14,person,1801.7,167.9,60.1,132.8,0.6389
16,15,person,343.1,490.0,60.4,148.5,0.4832
16,16,person,381.1,494.5,74.1,170.5,0.5534
16,17,person,1172.0,122.1,46.7,131.8,0.4885
16,18,person,1829.9,629.6,90.1,201.2,0.7469
16,19,person,991.5,118.6,52.3,137.1,0.5177
16,20,person,244.4,15.6,58.3,115.0,0.3417
16,21,person,795.6,64.2,46.3,130.5,0.4463
16,22,person,575.5,219.9,49.6,96.7,0.4020
16,23,person,908.1,77.1,38.6,114.1,0.3075
16,24,person,1709.3,178.4,58.9,140.5,0.4635
16,25,person,847.6,59.5,43.7,131.1,0.4250
16,26,handbag,984.7,168.4,33.7,42.5,0.2874
16,27,handbag,1182.2,496.8,30.6,50.8,0.3525
16,28,handbag,1139.9,896.2,69.4,106.3,0.3484
16,29,backpack,1422.3,741.2,42.7,62.1,0.3607
16,30,handbag,1700.3,230.5,23.5,48.6,0.4473
16,31,person,413.6,483.1,98.9,157.6,0.3174
16,32,person,1088.9,60.6,45.3,109.5,0.2711
17,1,person,674.3,568.8,72.8,190.5,0.8555
17,2,person,1370.8,709.4,97.1,173.6,0.7137
17,3,person,70.3,820.2,106.6,165.0,0.8902
17,4,person,1104.9,853.2,132.1,218.5,0.8487
17,5,person,1146.2,454.5,67.6,143.7,0.6286
17,6,person,753.6,397.3,62.2,161.2,0.7600
17,7,person,1476.6,363.2,67.8,157.6,0.7407
17,8,person,242.5,485.6,76.7,171.2,0.7998
17,9,person,1487.4,521.3,80.9,174.4,0.7953
17,10,person,923.3,199.1,58.0,141.5,0.6329
17,11,person,569.2,293.1,61.0,148.5,0.6429
17,12,person,708.1,196.0,55.8,140.1,0.6005
17,13,person,91.7,128.4,50.8,117.5,0.6335
17,14,person,1802.2,169.8,59.6,132.4,0.5472
17,15,person,342.9,489.9,60.8,148.6,0.4787
17,16,person,380.5,493.4,74.0,171.4,0.5850
17,17,person,1172.0,121.4,47.1,131.6,0.4818
17,18,person,1827.8,625.2,92.2,200.4,0.7283
17,19,person,991.5,119.1,52.4,137.0,0.5192
17,20,person,245.5,13.5,57.9,115.7,0.3534
17,21,person,795.6,63.5,45.7,131.3,0.4386
17,22,person,575.5,221.4,50.0,97.4,0.3795
17,23,person,909.2,79.6,37.7,111.0,0.2850
17,24,person,1708.4,180.6,59.2,141.8,0.3911
17,25,person,847.6,58.6,43.5,131.0,0.4162
17,26,handbag,984.2,169.4,33.2,41.9,0.2756
17,27,handbag,1137.2,891.7,70.3,108.1,0.2527
17,28,backpack,1421.0,743.1,40.7,59.1,0.3554
17,29,handbag,1701.4,234.4,22.4,46.3,0.3343
17,30,person,415.7,484.6,96.5,155.5,0.2749
