frame_no,detection_no,class,x,y,width,height,confidence
241,1,person,85.1,145.4,434.4,334.2,0.9077
241,2,chair,67.7,329.1,124.3,149.6,0.3858
242,1,person,89.9,145.6,432.7,333.9,0.9040
242,2,chair,68.8,329.0,124.2,149.4,0.2703
243,1,person,94.0,146.1,430.1,333.5,0.8965
243,2,chair,70.2,328.9,125.1,149.8,0.3780
244,1,person,91.9,146.1,429.4,333.5,0.8991
244,2,cup,181.4,364.6,118.5,115.3,0.5440
245,1,person,98.5,147.7,425.1,331.8,0.9033
245,2,cell phone,179.3,377.0,106.3,103.0,0.4911
245,3,chair,69.5,329.3,125.8,150.4,0.3845
246,1,person,103.0,148.1,422.5,331.3,0.9048
246,2,cell phone,178.8,381.3,102.8,98.7,0.5648
246,3,chair,68.8,328.8,126.3,150.9,0.3263
247,1,person,103.0,147.6,421.4,331.8,0.8944
247,2,cell phone,176.6,383.6,101.2,96.3,0.3622
247,3,chair,69.0,328.2,127.3,151.7,0.3063
248,1,person,104.5,148.3,419.6,331.1,0.8818
248,2,cell phone,175.6,389.9,97.1,90.1,0.3874
248,3,chair,70.2,329.2,127.0,150.8,0.2986
249,1,person,105.3,148.6,418.4,330.9,0.8818
249,2,cell phone,174.4,391.5,97.9,88.4,0.3874
249,3,chair,70.5,329.6,127.1,150.4,0.2986
250,1,person,105.9,148.4,417.6,331.0,0.8798
250,2,chair,69.4,329.5,126.9,150.1,0.3731
251,1,person,109.0,148.4,415.3,331.1,0.8854
251,2,chair,68.7,329.5,127.0,150.0,0.3266
252,1,person,102.9,147.7,416.9,331.7,0.8229
253,1,person,95.1,147.5,418.4,331.8,0.8006
253,2,handbag,116.2,329.7,137.4,150.1,0.4563
254,1,person,89.7,147.4,420.5,332.0,0.8476
254,2,handbag,115.5,325.3,148.6,154.6,0.5628
255,1,person,95.8,146.9,421.6,332.7,0.7399
256,1,person,67.9,147.7,428.7,332.0,0.8687
257,1,person,54.2,148.0,436.0,331.6,0.8845
258,1,person,46.3,148.5,442.5,331.2,0.9081
259,1,person,37.9,149.9,447.9,329.7,0.9156
260,1,person,33.8,150.2,454.1,329.3,0.9106
260,2,person,0.0,281.1,164.5,198.7,0.3654
261,1,person,34.9,149.5,459.6,330.0,0.9100
261,2,person,0.0,267.4,165.3,212.1,0.4148
262,1,person,38.1,149.5,463.1,330.1,0.9091
262,2,person,0.0,260.6,165.7,219.0,0.4178
263,1,person,40.6,149.4,465.5,330.1,0.9039
263,2,person,0.0,252.4,164.8,227.3,0.5114
264,1,person,30.5,149.5,470.3,330.1,0.9040
265,1,person,25.9,149.2,474.9,330.5,0.8966
266,1,person,22.2,149.1,479.0,330.5,0.8958
267,1,person,21.3,149.0,482.3,330.6,0.8910
268,1,person,23.4,149.1,484.4,330.6,0.9039
269,1,person,19.1,149.1,487.4,330.7,0.8985
270,1,person,23.6,148.8,488.5,330.9,0.9082
271,1,person,36.1,148.7,486.7,331.0,0.9085
271,2,person,0.0,261.3,123.9,218.4,0.3136
272,1,person,33.4,148.2,487.4,331.6,0.9095
272,2,person,0.0,266.2,119.1,213.3,0.2583
273,1,person,23.5,147.1,491.1,332.7,0.9039
274,1,person,24.7,147.0,492.1,332.8,0.8983
274,2,person,0.0,234.1,122.2,245.6,0.4046
275,1,person,33.5,147.5,489.9,332.2,0.8870
276,1,person,34.8,148.3,488.2,331.3,0.8896
277,1,person,24.5,149.2,489.2,330.2,0.8982
277,2,chair,70.0,329.2,121.4,120.9,0.3301
278,1,person,18.1,149.6,491.5,329.9,0.8967
278,2,chair,71.5,329.1,119.1,118.5,0.3875
279,1,person,17.1,149.7,493.3,329.7,0.8848
279,2,chair,71.7,328.9,118.4,117.8,0.5107
280,1,person,27.0,150.3,492.0,329.4,0.9088
280,2,chair,72.1,328.8,115.5,114.9,0.4049
281,1,person,24.0,149.1,494.4,330.5,0.8946
281,2,chair,75.4,328.9,110.6,109.9,0.4858
282,1,person,17.6,149.1,496.2,330.3,0.8987
282,2,chair,74.9,328.8,106.7,106.0,0.6169
283,1,person,12.9,149.4,498.0,330.0,0.8924
283,2,chair,78.5,328.7,99.1,97.9,0.4805
284,1,person,11.0,149.9,499.2,329.6,0.9004
284,2,chair,79.4,329.2,96.5,95.0,0.5842
285,1,person,9.5,150.0,500.9,329.5,0.8983
285,2,chair,79.6,329.0,96.9,95.1,0.4381
286,1,person,9.8,149.9,502.3,329.5,0.8624
286,2,chair,79.9,328.7,96.5,94.3,0.5772
287,1,person,8.1,150.1,503.7,329.3,0.9054
287,2,chair,79.9,329.2,96.6,94.0,0.5438
288,1,person,9.3,151.7,504.0,328.0,0.8887
288,2,chair,80.1,328.3,96.8,93.9,0.5387
289,1,person,7.1,150.5,506.7,329.1,0.8890
289,2,chair,80.3,328.6,97.0,93.6,0.4958
290,1,person,4.9,148.6,510.4,330.9,0.8960
290,2,chair,79.6,328.4,97.1,93.3,0.6338
291,1,person,3.8,147.4,512.7,332.1,0.8909
291,2,chair,79.1,328.0,98.1,94.0,0.6226
292,1,person,4.1,148.4,512.3,331.3,0.9073
292,2,chair,78.7,328.6,98.5,93.9,0.3959
293,1,person,3.5,148.5,513.1,331.3,0.8843
293,2,chair,79.3,328.5,98.6,93.7,0.5085
294,1,person,3.5,148.5,513.9,331.3,0.9123
294,2,chair,78.7,328.8,99.7,94.8,0.5265
295,1,person,3.1,147.2,515.9,332.4,0.8900
295,2,chair,78.4,329.0,99.8,94.8,0.6286
296,1,person,3.6,145.8,517.7,333.7,0.9006
296,2,chair,77.5,328.7,101.6,96.4,0.5632
297,1,person,4.8,146.8,516.8,332.8,0.9046
297,2,chair,74.3,328.8,105.9,100.8,0.5035
298,1,person,6.7,146.6,517.9,333.2,0.9077
298,2,chair,71.6,328.3,110.6,106.0,0.6040
299,1,person,9.7,146.5,518.3,333.3,0.9002
299,2,chair,70.9,328.4,112.7,108.6,0.6200
300,1,person,24.2,144.3,518.8,335.3,0.8898
300,2,chair,67.8,328.4,119.4,115.8,0.3980
301,1,person,31.9,143.3,517.6,336.3,0.8869
301,2,chair,67.4,328.5,122.1,118.8,0.3360
302,1,person,32.4,143.8,515.9,335.8,0.9066
302,2,chair,68.5,328.2,118.6,116.0,0.6076
303,1,person,28.8,143.5,516.1,336.3,0.9039
303,2,chair,69.9,328.3,115.2,113.1,0.6159
304,1,person,26.2,140.4,522.3,339.5,0.9096
304,2,chair,69.8,328.6,115.5,113.8,0.4647
305,1,person,26.2,137.7,527.1,342.1,0.9133
305,2,chair,69.3,328.4,114.9,113.6,0.5066
306,1,person,23.8,136.3,530.1,343.5,0.9165
306,2,chair,72.2,328.4,110.7,109.4,0.5057
307,1,person,39.2,133.7,531.2,346.0,0.9024
307,2,chair,72.4,328.4,109.3,108.1,0.5891
308,1,person,36.2,132.0,533.7,347.6,0.8983
308,2,chair,72.6,328.4,109.0,108.0,0.4921
309,1,person,28.6,129.9,541.6,349.5,0.8799
309,2,chair,71.9,327.7,107.7,106.6,0.4568
310,1,person,26.6,128.1,549.7,351.3,0.8925
310,2,chair,72.3,328.5,106.6,105.2,0.3550
311,1,person,30.3,127.4,554.7,352.0,0.8865
311,2,chair,74.0,329.2,104.4,102.7,0.4818
312,1,person,33.4,121.3,567.5,358.0,0.9012
312,2,chair,74.0,327.6,104.1,102.2,0.4276
313,1,person,27.1,119.0,576.2,360.4,0.8892
313,2,chair,73.2,327.9,105.1,103.2,0.4818
