frame_no,detection_no,class,x,y,width,height,confidence
60,18,person,799,49,36,127,0.5533
60,19,person,1553,540,85,170,0.5462
60,20,person,1659,38,44,115,0.5357
60,21,person,49,66,89,173,0.5291
60,22,person,338,479,52,155,0.5276
60,23,person,992,192,61,150,0.5272
60,24,person,1694,71,68,134,0.5168
60,25,person,378,0,45,68,0.4837
60,26,person,903,20,42,117,0.4796
60,27,person,574,289,58,107,0.4582
60,28,person,393,501,65,157,0.4272
60,29,person,1165,346,58,123,0.4038
60,30,person,1630,43,34,102,0.4000
60,31,person,1845,256,67,143,0.3997
60,32,person,954,14,34,110,0.3962
60,33,person,61,113,75,125,0.3797
60,34,person,1152,50,39,118,0.3458
60,35,person,1282,0,39,91,0.3343
60,36,person,1344,0,41,108,0.3217
60,37,person,1699,72,59,97,0.2984
60,38,person,858,59,44,118,0.2953
61,1,person,179,654,93,193,0.8855
61,2,person,1720,467,77,166,0.7873
61,3,person,1172,743,77,155,0.7783
61,4,person,1570,705,92,198,0.7565
61,5,person,686,397,66,177,0.7504
61,6,person,1066,634,85,177,0.7313
61,7,person,913,281,66,140,0.7293
61,8,person,141,888,111,179,0.6865
61,9,person,1747,168,66,145,0.6680
61,10,person,1035,903,71,175,0.6524
61,11,person,750,272,57,146,0.6482
61,12,person,50,66,87,173,0.6350
61,13,person,577,385,73,145,0.6322
61,14,person,1097,129,56,115,0.6231
61,15,person,1379,37,42,136,0.6105
61,16,person,709,102,48,131,0.5867
61,17,dog,1558,545,82,169,0.5724
61,18,person,799,49,37,126,0.5676
61,19,person,1187,24,43,127,0.5579
61,20,person,339,479,52,154,0.5446
61,21,person,992,194,61,150,0.5378
61,22,person,905,20,39,118,0.5220
61,23,person,954,13,34,108,0.5198
61,24,person,1659,39,45,114,0.5047
61,25,person,1760,270,74,146,0.4979
61,26,person,1556,544,84,166,0.4588
61,27,person,575,292,56,105,0.4565
61,28,person,1693,71,69,135,0.4472
61,29,person,1631,44,35,101,0.4276
61,30,person,379,0,49,67,0.4152
61,31,person,1344,0,40,107,0.4038
61,32,person,860,59,45,118,0.3985
61,33,person,1848,257,67,143,0.3977
61,34,person,394,504,65,152,0.3750
61,35,person,1153,51,35,120,0.3336
61,36,person,244,0,45,51,0.3130
61,37,person,1166,342,60,118,0.2814
62,1,person,177,658,94,200,0.8854
62,2,person,1720,463,75,167,0.7932
62,3,person,1066,632,86,171,0.7926
62,4,person,1166,745,83,158,0.7766
62,5,person,686,394,66,177,0.7414
62,6,person,914,282,66,139,0.7350
62,7,person,144,889,108,181,0.7323
62,8,person,1572,708,94,199,0.7124
62,9,person,1747,170,66,145,0.6863
62,10,person,1031,896,72,183,0.6801
62,11,person,577,387,72,147,0.6768
62,12,person,1557,548,86,161,0.6296
62,13,person,750,269,57,148,0.6239
62,14,person,1186,23,43,127,0.6039
62,15,person,1379,35,43,137,0.6023
62,16,person,710,97,46,132,0.5716
62,17,person,66,110,71,127,0.5667
62,18,person,339,479,52,155,0.5644
62,19,person,1099,130,51,116,0.5631
62,20,person,800,49,35,126,0.5431
62,21,person,954,14,34,107,0.5117
62,22,person,905,21,37,120,0.4830
62,23,person,1762,273,74,142,0.4746
62,24,dog,1558,547,85,165,0.4742
62,25,person,1631,46,37,105,0.4724
62,26,person,1863,252,54,149,0.4569
62,27,person,1343,0,42,107,0.4508
62,28,person,1665,39,40,113,0.4504
62,29,person,1695,71,67,136,0.4345
62,30,person,53,65,85,172,0.4271
62,31,person,576,293,54,104,0.4209
62,32,person,394,507,65,148,0.4110
62,33,person,382,0,50,66,0.4048
62,34,person,860,59,44,117,0.3859
62,35,person,1153,51,34,114,0.3859
62,36,person,1167,341,61,116,0.3309
62,37,person,243,0,46,54,0.3290
62,38,person,53,65,38,103,0.3205
62,39,person,990,196,64,151,0.3072
62,40,person,56,64,78,124,0.2597
63,1,person,177,666,97,198,0.8457
63,2,person,1721,456,71,171,0.8222
63,3,person,1580,718,94,194,0.7810
63,4,person,1065,625,84,171,0.7727
63,5,person,1028,886,71,171,0.7573
63,6,person,914,286,65,143,0.7565
63,7,person,1163,750,82,144,0.7482
63,8,person,145,889,109,184,0.7477
63,9,person,687,391,63,174,0.7325
63,10,person,1748,178,64,136,0.6534
63,11,person,1562,553,84,166,0.6379
63,12,person,577,387,70,151,0.6319
63,13,person,1701,71,64,138,0.6274
63,14,person,1184,22,44,131,0.6162
63,15,person,1379,33,43,138,0.6003
63,16,person,65,103,72,132,0.5988
63,17,person,748,268,57,149,0.5946
63,18,person,1668,40,40,114,0.5818
63,19,person,711,96,43,130,0.5768
63,20,person,1102,130,47,117,0.5691
63,21,person,340,477,53,156,0.5448
63,22,person,992,197,62,152,0.5398
63,23,person,800,48,35,126,0.4937
63,24,person,1853,263,65,137,0.4686
63,25,person,905,23,38,121,0.4579
63,26,person,955,11,35,107,0.4573
63,27,person,1633,49,38,103,0.4525
63,28,person,1766,276,76,142,0.4524
63,29,person,387,0,49,66,0.4385
63,30,person,576,298,62,105,0.4050
63,31,person,861,59,46,118,0.3929
63,32,person,241,0,47,58,0.3636
63,33,person,1155,47,32,110,0.3593
63,34,person,392,501,67,155,0.3545
63,35,person,1169,335,60,128,0.3493
63,36,person,1341,0,38,110,0.3194
64,1,person,176,667,96,204,0.8572
64,2,person,1718,455,71,170,0.8202
64,3,person,147,890,108,183,0.7974
64,4,person,1065,622,81,177,0.7895
64,5,person,1026,879,74,173,0.7796
64,6,person,688,385,63,171,0.7773
64,7,person,1577,718,95,201,0.7547
64,8,person,914,286,66,148,0.7406
64,9,person,1160,753,79,146,0.7165
64,10,person,1748,178,67,138,0.6989
64,11,person,1566,556,82,180,0.6790
64,12,person,65,71,72,164,0.6781
64,13,person,1702,72,64,138,0.6646
64,14,person,578,392,70,151,0.6581
64,15,person,746,266,57,146,0.6011
64,16,person,1379,32,43,138,0.5862
64,17,person,1183,22,45,130,0.5660
64,18,person,340,477,56,156,0.5563
64,19,person,991,198,63,151,0.5445
64,20,person,577,299,59,105,0.5411
64,21,person,1768,271,78,155,0.5212
64,22,person,1668,39,41,116,0.5192
64,23,person,712,97,42,128,0.5189
64,24,person,1102,131,48,115,0.4977
64,25,person,801,48,35,127,0.4705
64,26,person,1856,266,62,134,0.4642
64,27,person,955,6,35,111,0.4634
64,28,person,1633,46,44,109,0.4486
64,29,person,904,25,40,121,0.4408
64,30,person,1168,332,61,137,0.4214
64,31,person,241,0,46,58,0.4031
64,32,person,862,57,44,121,0.3724
64,33,person,396,481,80,167,0.3675
64,34,person,389,0,53,66,0.3460
64,35,person,1155,46,32,109,0.3398
64,36,person,1340,1,38,106,0.2874
64,37,dog,1564,555,84,180,0.2807
64,38,person,0,606,20,53,0.2771
65,1,person,175,673,97,202,0.8478
65,2,person,1718,453,70,171,0.8374
65,3,person,1026,874,72,169,0.8274
65,4,person,1065,618,81,184,0.7845
65,5,person,149,890,106,181,0.7665
65,6,person,688,383,63,169,0.7631
65,7,person,913,287,67,152,0.7538
65,8,person,1700,75,68,140,0.6838
65,9,person,1157,757,85,153,0.6673
65,10,person,1748,179,66,138,0.6577
65,11,person,1586,723,94,191,0.6456
65,12,person,67,64,70,171,0.6408
65,13,person,577,393,69,155,0.6249
65,14,person,577,299,57,114,0.6039
65,15,person,746,262,57,146,0.5871
65,16,person,1379,33,43,137,0.5871
65,17,person,1565,564,85,180,0.5826
65,18,person,708,94,46,130,0.5721
65,19,person,340,477,55,156,0.5546
65,20,person,991,199,63,150,0.5432
65,21,person,1181,21,47,131,0.5275
65,22,person,1768,275,76,161,0.5270
65,23,person,1103,131,48,115,0.5201
65,24,person,800,48,35,127,0.5178
65,25,person,1633,47,45,109,0.4802
65,26,person,1671,38,39,117,0.4539
65,27,person,904,26,39,120,0.4495
65,28,person,1858,271,60,129,0.4478
65,29,person,240,0,46,59,0.4394
65,30,person,957,6,36,110,0.4151
65,31,person,391,1,51,66,0.4100
65,32,person,1171,332,60,134,0.3789
65,33,person,394,483,81,167,0.3506
65,34,person,862,58,46,120,0.3395
65,35,person,1153,38,33,117,0.3226
65,36,dog,1565,564,85,182,0.2523
65,37,person,0,564,20,94,0.2523
66,1,person,175,677,94,202,0.8693
66,2,person,1716,451,71,173,0.8417
66,3,person,1024,870,71,169,0.8073
66,4,person,1064,615,80,185,0.7731
66,5,person,689,378,61,164,0.7421
66,6,person,913,291,66,151,0.7134
66,7,person,151,892,106,183,0.7074
66,8,person,69,60,69,174,0.6998
66,9,person,1749,181,66,136,0.6994
66,10,person,1701,76,67,141,0.6790
66,11,person,1152,758,83,193,0.6782
66,12,person,577,396,68,156,0.6776
66,13,person,1588,727,94,188,0.6604
66,14,person,577,299,57,115,0.6488
66,15,person,745,262,57,143,0.6344
66,16,person,1379,32,43,137,0.5987
66,17,person,800,48,35,126,0.5745
66,18,person,1769,274,79,166,0.5673
66,19,person,1103,131,48,114,0.5659
66,20,person,340,477,55,156,0.5649
66,21,person,1571,566,80,186,0.5546
66,22,person,707,91,47,132,0.5481
66,23,person,1635,47,45,109,0.5303
66,24,person,1182,19,45,132,0.5125
66,25,person,993,200,61,148,0.4987
66,26,person,1172,330,60,132,0.4853
66,27,person,1861,262,57,137,0.4633
66,28,person,906,26,36,118,0.4620
66,29,person,1673,38,38,116,0.4440
66,30,person,240,0,46,60,0.4315
66,31,person,959,6,35,109,0.4280
66,32,person,0,545,20,113,0.3900
66,33,person,392,485,81,165,0.3623
66,34,person,393,1,52,63,0.3499
66,35,person,1153,38,35,116,0.3374
66,36,person,862,57,46,118,0.3251
67,1,person,173,680,96,200,0.8746
67,2,person,1714,449,70,174,0.8429
67,3,person,1023,865,71,174,0.8033
67,4,person,689,374,61,160,0.7576
67,5,person,153,891,105,185,0.7378
67,6,person,1063,613,78,186,0.7328
67,7,person,72,59,66,175,0.6812
67,8,person,913,294,67,149,0.6761
67,9,person,578,301,57,118,0.6716
67,10,person,576,397,69,155,0.6689
67,11,person,1589,730,97,187,0.6541
67,12,person,1150,761,85,175,0.6483
67,13,person,1749,184,68,138,0.6424
67,14,person,1701,78,68,141,0.6388
67,15,person,744,260,57,141,0.6074
67,16,person,1104,130,47,113,0.6027
67,17,person,1379,32,42,138,0.5952
67,18,person,1570,569,84,184,0.5911
67,19,person,801,48,36,125,0.5709
67,20,person,341,477,55,156,0.5527
67,21,person,707,90,48,133,0.5336
67,22,person,1769,278,79,162,0.5241
67,23,person,1637,48,43,107,0.5201
67,24,person,905,26,36,119,0.5073
67,25,person,993,200,61,148,0.5066
67,26,person,958,2,36,109,0.4502
67,27,person,1184,17,45,134,0.4467
67,28,person,1863,248,56,152,0.4410
67,29,person,240,0,46,62,0.4402
67,30,person,0,537,21,121,0.4083
67,31,person,1172,326,61,131,0.3965
67,32,person,1676,37,35,114,0.3690
67,33,person,393,479,83,170,0.3645
67,34,person,398,0,44,60,0.3405
67,35,person,864,57,42,114,0.3288
67,36,person,1153,45,34,109,0.3034
67,37,person,1336,1,41,106,0.2954
67,38,person,473,0,30,35,0.2832
67,39,bird,1172,324,62,133,0.2696
67,40,person,401,475,95,165,0.2553
68,1,person,170,688,95,192,0.8614
68,2,person,689,369,61,156,0.8034
68,3,person,1024,857,63,181,0.7803
68,4,person,82,58,56,175,0.7292
68,5,person,1707,444,74,177,0.7206
68,6,person,1063,607,74,189,0.7156
68,7,person,1147,767,81,188,0.7107
68,8,person,1594,734,99,180,0.6657
68,9,person,1103,135,49,112,0.6390
68,10,person,913,297,67,146,0.6320
68,11,person,1380,34,42,135,0.6193
68,12,person,155,897,105,181,0.6122
68,13,person,1702,81,67,138,0.5917
68,14,person,1751,187,67,138,0.5895
68,15,person,1770,283,81,164,0.5876
68,16,person,578,301,58,122,0.5867
68,17,person,743,254,56,139,0.5861
68,18,person,801,48,36,124,0.5482
68,19,person,905,27,37,119,0.5426
68,20,person,341,476,55,155,0.5238
68,21,person,1639,48,42,107,0.5216
68,22,bird,1173,323,60,122,0.5155
68,23,person,709,88,47,133,0.5128
68,24,person,1869,259,49,149,0.4730
68,25,person,0,521,25,135,0.4696
68,26,person,576,406,71,146,0.4695
68,27,person,239,0,47,61,0.4694
68,28,person,959,0,36,111,0.4442
68,29,person,994,200,61,148,0.4326
68,30,person,864,57,43,114,0.4164
68,31,person,1146,768,83,131,0.3977
68,32,person,1186,15,41,133,0.3740
68,33,person,1154,39,36,116,0.3646
68,34,dog,1574,578,83,184,0.3533
68,35,person,1676,39,37,111,0.3483
68,36,person,392,480,85,168,0.3201
68,37,person,480,0,25,33,0.2738
68,38,person,407,0,41,56,0.2678
68,39,person,1334,0,40,105,0.2625
69,1,person,169,692,94,187,0.8493
69,2,person,1025,851,59,187,0.7830
69,3,person,690,365,62,158,0.7772
69,4,person,156,901,104,178,0.7693
69,5,person,1144,769,76,175,0.7665
69,6,person,83,57,54,176,0.7274
69,7,person,1702,442,76,178,0.7107
69,8,person,1063,603,77,191,0.6928
69,9,person,1751,189,67,139,0.6378
69,10,person,1702,82,67,139,0.6371
69,11,person,1770,284,81,162,0.6233
69,12,person,1103,138,49,114,0.6147
69,13,person,912,299,68,151,0.6126
69,14,person,579,303,59,115,0.6068
69,15,person,1380,34,42,135,0.6015
69,16,person,1594,741,101,175,0.6007
69,17,person,743,252,56,138,0.5980
69,18,person,800,47,38,124,0.5549
69,19,person,904,28,37,119,0.5525
69,20,person,575,403,70,149,0.5272
69,21,person,341,476,56,153,0.5232
69,22,person,1872,258,47,155,0.5228
69,23,person,1637,47,49,109,0.4874
69,24,bird,1173,321,60,121,0.4867
69,25,person,995,202,61,148,0.4815
69,26,dog,1576,583,86,184,0.4773
69,27,person,710,84,45,134,0.4728
69,28,person,1180,1020,76,59,0.4674
69,29,person,239,0,47,61,0.4498
69,30,person,864,57,43,114,0.4320
69,31,person,959,0,36,108,0.4273
69,32,person,0,507,25,150,0.4082
69,33,person,1187,12,42,130,0.3606
69,34,person,1154,38,36,113,0.3513
69,35,person,1333,0,39,105,0.3294
69,36,person,386,507,82,142,0.2622
69,37,person,1683,38,32,78,0.2566
70,1,person,168,695,90,182,0.8253
70,2,person,1141,770,75,183,0.7771
70,3,person,688,361,64,160,0.7742
70,4,person,1026,848,57,190,0.7433
70,5,person,1701,434,75,181,0.7096
70,6,person,1176,1013,86,66,0.7012
70,7,person,84,57,53,177,0.6744
70,8,person,1751,189,69,140,0.6452
70,9,person,1060,600,80,190,0.6418
70,10,person,156,903,105,174,0.6385
70,11,person,913,301,69,154,0.6173
70,12,person,1771,285,82,161,0.6149
70,13,person,574,408,70,144,0.6149
70,14,person,742,250,56,136,0.6077
70,15,dog,1579,586,85,180,0.6064
70,16,person,1380,33,41,135,0.5874
70,17,person,1706,83,64,137,0.5874
70,18,person,579,305,59,116,0.5750
70,19,person,1103,141,48,112,0.5746
70,20,person,1641,48,44,108,0.5497
70,21,person,1598,744,103,184,0.5485
70,22,person,800,47,37,124,0.5340
70,23,person,341,476,55,152,0.5186
70,24,person,1872,262,47,155,0.5108
70,25,person,1333,0,41,105,0.5065
70,26,person,0,513,31,142,0.5059
70,27,bird,1172,317,59,124,0.4841
70,28,person,904,29,37,119,0.4785
70,29,person,711,82,43,131,0.4459
70,30,person,1677,39,39,117,0.4078
70,31,person,864,55,44,116,0.4040
70,32,person,239,0,47,61,0.3982
70,33,person,1185,12,41,128,0.3820
70,34,person,1174,317,59,123,0.3548
70,35,person,996,205,61,150,0.3447
70,36,dog,1598,743,102,183,0.3015
70,37,person,960,0,37,110,0.2949
70,38,person,386,508,83,141,0.2640
70,39,person,1154,35,35,115,0.2522
70,40,dog,1580,585,85,118,0.2518
71,1,person,1140,771,72,187,0.7963
71,2,person,166,695,87,183,0.7938
71,3,person,689,360,65,158,0.7683
71,4,person,1174,1006,93,73,0.7512
71,5,person,1023,845,59,192,0.7284
71,6,person,1697,432,75,178,0.7263
71,7,person,1061,595,77,191,0.6912
71,8,person,1750,189,71,139,0.6687
71,9,person,85,56,53,177,0.6453
71,10,person,914,302,68,153,0.6068
71,11,person,1771,287,83,160,0.5903
71,12,person,1380,33,41,134,0.5898
71,13,person,0,509,41,147,0.5852
71,14,person,1104,143,47,112,0.5836
71,15,person,741,246,56,139,0.5830
71,16,person,574,407,71,145,0.5736
71,17,person,1640,49,45,105,0.5638
71,18,person,801,47,37,125,0.5607
71,19,person,579,306,57,115,0.5390
71,20,person,1706,84,63,136,0.5368
71,21,person,1598,748,104,195,0.5317
71,22,dog,1582,588,85,179,0.5148
71,23,person,1171,313,60,126,0.4996
71,24,person,341,476,54,152,0.4974
71,25,person,157,905,106,174,0.4973
71,26,person,904,29,37,118,0.4850
71,27,person,1330,1,43,105,0.4835
71,28,person,1870,281,48,141,0.4680
71,29,person,1678,39,38,116,0.4397
71,30,person,1186,8,41,124,0.4390
71,31,person,864,54,44,118,0.4164
71,32,person,239,0,48,60,0.4078
71,33,person,713,81,43,132,0.3867
71,34,person,1153,35,35,118,0.3796
71,35,person,961,0,37,108,0.3596
71,36,person,1581,587,86,177,0.3479
71,37,person,994,208,63,153,0.3308
71,38,person,86,111,51,123,0.3038
71,39,person,0,502,28,151,0.2999
71,40,person,385,513,82,135,0.2633
72,1,person,1600,753,105,203,0.7892
72,2,person,1138,773,72,186,0.7810
72,3,person,1699,429,74,173,0.7718
72,4,person,1021,840,58,195,0.7683
72,5,person,1173,1001,98,78,0.7616
72,6,person,162,698,89,180,0.7581
72,7,person,688,359,64,145,0.7256
72,8,person,1749,189,71,142,0.6985
72,9,person,86,57,55,176,0.6692
72,10,person,1058,591,81,185,0.6369
72,11,person,1707,85,63,137,0.6215
72,12,person,914,303,70,152,0.6205
72,13,person,0,500,46,160,0.6129
72,14,person,1582,591,89,179,0.5952
72,15,person,1105,142,48,115,0.5882
72,16,person,86,109,55,124,0.5717
72,17,person,1776,288,78,156,0.5707
72,18,person,741,244,55,141,0.5706
72,19,person,1171,313,60,123,0.5619
72,20,person,573,410,75,140,0.5602
72,21,person,1380,34,41,134,0.5577
72,22,person,801,47,37,124,0.5518
72,23,person,157,908,105,170,0.5087
72,24,person,579,309,59,112,0.5082
72,25,person,1327,2,45,104,0.4729
72,26,person,1641,47,48,109,0.4602
72,27,person,341,475,53,152,0.4593
72,28,person,1873,281,45,142,0.4534
72,29,person,905,30,38,119,0.4522
72,30,person,1186,7,40,120,0.4422
72,31,person,1679,41,37,114,0.4064
72,32,person,862,51,46,124,0.3941
72,33,person,1152,34,40,117,0.3895
72,34,person,961,0,37,106,0.3665
72,35,person,711,79,45,130,0.3418
72,36,person,239,0,48,60,0.3306
72,37,person,996,211,61,150,0.2874
72,38,person,385,514,83,135,0.2643
73,1,person,159,707,90,199,0.8309
73,2,person,1128,776,75,183,0.8054
73,3,person,1605,765,102,203,0.8033
73,4,person,1695,423,74,170,0.7891
73,5,person,1020,828,57,196,0.7514
73,6,person,1176,986,94,93,0.7424
73,7,person,1057,584,82,167,0.7403
73,8,person,1750,190,74,149,0.7265
73,9,person,85,84,68,149,0.7082
73,10,person,739,241,56,144,0.6727
73,11,person,689,355,63,154,0.6644
73,12,person,0,510,58,161,0.6455
73,13,person,570,408,79,146,0.6448
73,14,person,1107,146,46,114,0.6384
73,15,person,914,305,72,149,0.6086
73,16,person,1590,599,86,166,0.5862
73,17,person,1784,290,74,154,0.5860
73,18,person,1676,43,44,111,0.5790
73,19,person,1380,34,41,133,0.5450
73,20,person,802,47,36,124,0.5437
73,21,person,1645,48,42,107,0.5285
73,22,person,1152,30,40,119,0.5234
73,23,person,1186,2,41,123,0.5197
73,24,person,1702,88,67,134,0.5038
73,25,person,1876,286,43,145,0.4929
73,26,person,578,313,62,111,0.4893
73,27,person,995,214,60,154,0.4886
73,28,person,341,475,54,153,0.4858
73,29,person,709,75,47,127,0.4749
73,30,person,1168,310,64,126,0.4342
73,31,person,158,910,106,169,0.4337
73,32,person,906,32,37,122,0.3935
73,33,person,1323,0,49,107,0.3838
73,34,person,862,50,47,125,0.3581
73,35,person,384,510,87,139,0.3368
73,36,person,962,0,38,103,0.3356
73,37,person,1880,163,38,112,0.2670
73,38,person,237,0,50,60,0.2663
74,1,person,157,714,91,199,0.8469
74,2,person,1604,769,103,203,0.8120
74,3,person,1694,420,74,168,0.8001
74,4,person,1175,982,94,96,0.7779
74,5,person,1057,577,82,169,0.7592
74,6,person,1128,783,73,173,0.7438
74,7,person,1751,192,73,151,0.7335
74,8,person,1020,824,59,192,0.7102
74,9,person,0,510,62,165,0.6737
74,10,person,739,240,55,145,0.6666
74,11,person,1108,147,46,114,0.6633
74,12,person,690,353,63,149,0.6598
74,13,person,570,410,77,148,0.6585
74,14,person,1677,42,44,111,0.6506
74,15,person,914,306,70,149,0.6451
74,16,person,1592,601,86,168,0.6450
74,17,person,84,111,68,122,0.5699
74,18,person,1645,47,42,108,0.5681
74,19,person,1380,33,41,133,0.5526
74,20,person,1784,289,78,153,0.5453
74,21,person,579,315,61,110,0.5436
74,22,person,802,47,36,124,0.5394
74,23,person,1879,287,40,147,0.5312
74,24,person,709,72,46,128,0.5219
74,25,person,1185,1,42,124,0.5141
74,26,person,341,475,54,155,0.4936
74,27,person,159,913,105,166,0.4853
74,28,person,86,72,81,159,0.4589
74,29,person,1151,28,39,119,0.4313
74,30,person,1705,87,64,133,0.4244
74,31,person,673,1033,68,46,0.4244
74,32,person,382,511,89,138,0.3826
74,33,person,996,214,60,157,0.3739
74,34,person,905,33,38,122,0.3690
74,35,person,1167,309,66,100,0.3515
74,36,person,862,50,46,125,0.3454
74,37,person,1881,164,38,111,0.3397
74,38,person,236,0,51,59,0.3286
74,39,person,1322,0,48,106,0.2924
74,40,person,444,497,65,129,0.2796
74,41,person,341,475,95,159,0.2731
75,1,person,155,717,92,204,0.8412
75,2,person,1173,978,95,101,0.8149
75,3,person,1690,418,75,166,0.8065
75,4,person,1055,574,82,168,0.7641
75,5,person,1122,785,76,172,0.7307
75,6,person,1018,819,59,186,0.7183
75,7,person,1604,779,103,202,0.7183
75,8,person,0,514,65,164,0.7153
75,9,person,1752,198,71,151,0.6906
75,10,person,1109,146,46,114,0.6843
75,11,person,690,351,62,147,0.6839
75,12,person,570,415,79,149,0.6726
75,13,person,739,239,55,146,0.6719
75,14,person,914,306,69,146,0.6526
75,15,person,1596,608,85,172,0.6493
75,16,person,1677,43,44,112,0.5782
75,17,person,710,71,46,126,0.5643
75,18,person,1380,33,41,133,0.5578
75,19,person,802,47,37,124,0.5499
75,20,person,667,1025,81,54,0.5488
75,21,person,85,58,89,172,0.5263
75,22,person,1183,1,44,124,0.5248
75,23,person,1705,88,65,135,0.5244
75,24,person,341,474,55,155,0.5243
75,25,person,579,318,61,108,0.5053
75,26,person,1880,293,38,140,0.4939
75,27,person,1646,47,44,109,0.4810
75,28,person,1783,292,80,152,0.4753
75,29,person,159,919,107,160,0.4425
75,30,person,382,502,89,148,0.4201
75,31,person,84,112,76,120,0.4153
75,32,person,995,216,61,157,0.3923
75,33,person,1320,1,49,106,0.3845
75,34,person,1166,308,66,103,0.3811
75,35,person,1881,166,37,110,0.3772
75,36,person,906,34,38,123,0.3712
75,37,person,862,50,46,125,0.3592
75,38,person,964,1,35,100,0.3447
75,39,person,1150,30,38,109,0.3399
75,40,person,85,114,53,118,0.3057
75,41,person,444,497,64,128,0.2759
75,42,person,235,0,53,61,0.2608
76,1,person,155,720,92,204,0.8069
76,2,person,1117,788,78,170,0.7973
76,3,person,1171,973,98,106,0.7829
76,4,person,1685,416,78,165,0.7828
76,5,person,1056,571,82,165,0.7418
76,6,person,0,518,65,162,0.7354
76,7,person,1015,814,64,177,0.7259
76,8,person,1751,202,73,151,0.6761
76,9,person,739,238,54,146,0.6754
76,10,person,914,309,67,145,0.6700
76,11,person,1109,148,47,112,0.6671
76,12,person,691,347,61,151,0.6646
76,13,person,569,421,80,145,0.6379
76,14,person,662,1018,86,61,0.6150
76,15,person,1791,297,69,155,0.5807
76,16,person,160,921,107,158,0.5792
76,17,person,1183,2,42,123,0.5580
76,18,person,802,46,36,125,0.5571
76,19,person,1381,34,40,133,0.5405
76,20,person,341,473,56,156,0.5385
76,21,person,711,71,47,128,0.5315
76,22,person,579,321,61,110,0.5189
76,23,person,1707,88,62,136,0.5151
76,24,person,1879,291,39,142,0.5085
76,25,person,85,113,54,120,0.4978
76,26,person,85,101,86,130,0.4876
76,27,person,1681,42,41,114,0.4849
76,28,person,1594,613,91,176,0.4826
76,29,person,1149,26,39,113,0.4571
76,30,person,1609,780,103,205,0.4447
76,31,person,862,50,46,124,0.4016
76,32,person,995,219,62,155,0.3999
76,33,person,383,502,89,148,0.3914
76,34,person,1880,167,38,115,0.3839
76,35,person,965,2,35,97,0.3746
76,36,person,1321,1,49,105,0.3739
76,37,person,1648,47,43,110,0.3716
76,38,bird,1165,306,69,129,0.3508
76,39,person,445,496,64,130,0.3194
76,40,person,908,34,35,124,0.3130
76,41,dog,1594,610,91,179,0.2673
76,42,person,87,55,92,180,0.2556
77,1,person,154,728,94,202,0.8339
77,2,person,1170,961,99,118,0.8188
77,3,person,1680,415,80,165,0.7747
77,4,person,1115,790,77,173,0.7724
77,5,person,1014,808,65,176,0.7714
77,6,person,1054,568,85,166,0.7552
77,7,person,0,525,66,160,0.7018
77,8,person,661,1014,90,65,0.6920
77,9,person,691,345,62,157,0.6803
77,10,person,915,310,67,149,0.6789
77,11,person,740,233,54,150,0.6761
77,12,person,1791,300,72,157,0.6599
77,13,person,1108,151,48,110,0.6520
77,14,person,1595,617,92,181,0.6515
77,15,person,1753,203,71,154,0.6366
77,16,person,569,421,81,150,0.6239
77,17,person,1708,88,62,134,0.6199
77,18,person,1182,1,42,123,0.5771
77,19,person,801,46,37,125,0.5632
77,20,person,1381,34,40,133,0.5438
77,21,person,341,474,56,156,0.5376
77,22,person,578,322,61,110,0.5260
77,23,person,1148,23,41,114,0.5245
77,24,person,1612,783,101,199,0.5201
77,25,person,711,69,48,129,0.5133
77,26,person,85,112,55,121,0.4681
77,27,person,84,101,90,130,0.4659
77,28,person,1879,301,39,133,0.4595
77,29,person,1682,43,42,113,0.4560
77,30,person,862,50,45,124,0.4130
77,31,person,908,35,37,125,0.4093
77,32,person,1880,167,38,119,0.3836
77,33,person,159,924,108,155,0.3805
77,34,person,384,505,87,145,0.3722
77,35,person,1319,2,50,104,0.3678
77,36,person,445,496,63,130,0.3568
77,37,person,1650,48,42,108,0.3423
77,38,person,967,2,34,95,0.3357
77,39,person,1166,305,69,100,0.3188
77,40,person,995,220,62,153,0.3099
77,41,person,236,0,50,64,0.2743
78,1,person,1166,949,102,130,0.8125
78,2,person,149,738,97,196,0.8085
78,3,person,1666,409,92,169,0.7862
78,4,person,1052,565,87,176,0.7674
78,5,person,1086,795,101,189,0.7517
78,6,person,1011,800,66,172,0.7372
78,7,person,694,336,60,158,0.7309
78,8,person,663,1006,90,72,0.7289
78,9,person,0,523,67,166,0.7102
78,10,person,1105,153,52,111,0.6817
78,11,person,1787,305,76,161,0.6589
78,12,person,917,312,62,157,0.6363
78,13,person,1753,208,73,156,0.6362
78,14,person,801,46,37,125,0.6039
78,15,person,1709,91,62,134,0.5832
78,16,person,88,112,48,120,0.5814
78,17,person,569,428,83,151,0.5767
78,18,person,739,230,55,147,0.5657
78,19,person,575,325,61,114,0.5566
78,20,person,341,474,57,156,0.5512
78,21,person,1381,34,40,133,0.5472
78,22,person,1182,0,41,121,0.5164
78,23,person,1599,627,94,181,0.4778
78,24,person,160,926,108,153,0.4775
78,25,person,909,38,37,125,0.4690
78,26,person,1881,310,37,125,0.4481
78,27,person,1323,0,47,104,0.4380
78,28,person,710,66,48,130,0.4297
78,29,person,1147,20,36,111,0.4160
78,30,person,862,50,45,124,0.4111
78,31,person,1684,46,43,113,0.3703
78,32,person,235,0,51,66,0.3668
